Film Title,Date,Genre,Language,Length,URL
"Volt, star malgré lui",4 février 2009,Animation,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=614
Voleurs de chevaux,14 novembre 2007,Aventure,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=4248
Volcano High (WaSanGo),2001,Action,French,2h00min,http://protect.megaupload-torrent.com/index.php?id=5606
Volcano,27 août 1997,Aventure,French,1h43min,http://protect.megaupload-torrent.com/index.php?id=5604
Volcan à New York,24 juillet 2007,Drame,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=5607
Vol d'enfer (Flight of Fury),,Action,French,1h38min,http://protect.megaupload-torrent.com/index.php?id=3245
Vol au-dessus d'un nid de coucou,1 mars 1976,Drame,French,2h09min,http://protect.megaupload-torrent.com/index.php?id=1298
Vol 93 (United 93),12 juillet 2006,Drame,French,1h45min,http://protect.megaupload-torrent.com/index.php?id=2270
Voisins du troisième type (The Watch),12 septembre 2012,Comédie,French,1h40min,http://protect.megaupload-torrent.com/index.php?id=9356
Voisin contre voisin (Deck the Halls),30 mai 2007,Comédie,French,1h36min,http://protect.megaupload-torrent.com/index.php?id=5764
Voir la mer,4 mai 2011,Drame,French,1h31min,http://protect.megaupload-torrent.com/index.php?id=1015
Voie rapide,2 Juillet 2013,Drame,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=10171
Vlad,2003,Epouvante-horreur,French,1h38min,http://protect.megaupload-torrent.com/index.php?id=5540
Vivre son reve,2010,Comédie,French,1h40min,http://protect.megaupload-torrent.com/index.php?id=10291
Vivre me tue,18 juin 2003,Comédie,French,1h26min,http://protect.megaupload-torrent.com/index.php?id=1979
Vivre et laisser mourir,21 décembre 1973,Action,French,2h01min,http://protect.megaupload-torrent.com/index.php?id=2718
Vivir con miedo (Living in Fear),2001,Divers,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=6194
Vive nous !,26 janvier 2000,Comédie,French,1h36min,http://protect.megaupload-torrent.com/index.php?id=5685
Vive la vie,5 octobre 2005,Comédie,French,1h38min,http://protect.megaupload-torrent.com/index.php?id=8901
Vive la France,Mercredi 20 février 2013,Comédie,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=10117
Vivante,27 février 2002,Drame,French,1h31min,http://protect.megaupload-torrent.com/index.php?id=6255
"Vitus, l'enfant prodige",9 janvier 2008,Drame,French,2h03min,http://protect.megaupload-torrent.com/index.php?id=7255
Vista mar Hopital Militaire,2009,Drame,French,1h20min,http://protect.megaupload-torrent.com/index.php?id=9671
Visions Criminelles (Deadly Visions),2005,Action,French,,http://protect.megaupload-torrent.com/index.php?id=666
Visage,2008,Comédie,French,2h21min,http://protect.megaupload-torrent.com/index.php?id=8119
Virus Undead,,Epouvante-horreur,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=112
Virtuality,17 Août 2011,Thriller,French,1h27min,http://protect.megaupload-torrent.com/index.php?id=8186
Virginia,2012,Drame,French,1h56min,http://protect.megaupload-torrent.com/index.php?id=9164
Virgin on Bourbon Street (American Virgin),2009,Comédie,French,1h38min,http://protect.megaupload-torrent.com/index.php?id=6053
Virgil,7 septembre 2005,Comédie,French,1h33min,http://protect.megaupload-torrent.com/index.php?id=6736
Viral Factor,6 mars 2013,Action,French,2h2min,http://protect.megaupload-torrent.com/index.php?id=9689
Virage (The Bend),2010,Drame,French,1h25min,http://protect.megaupload-torrent.com/index.php?id=8101
Vipers,2008,Epouvante-horreur,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=7079
Vipère au poing,6 octobre 2004,Drame,French,1h40min,http://protect.megaupload-torrent.com/index.php?id=6509
Violent Cop,1989,Policier,French,1h38min,http://protect.megaupload-torrent.com/index.php?id=3848
Violence des échanges en milieu tempéré,14 janvier 2004,Comédie,French,1h39min,http://protect.megaupload-torrent.com/index.php?id=6508
Vinyan,1 octobre 2008,Thriller,French,1h40min,http://protect.megaupload-torrent.com/index.php?id=7610
Vincere,25 novembre 2009,Drame,French,1h58min,http://protect.megaupload-torrent.com/index.php?id=2139
Villa Amalia,8 avril 2009,Drame,French,1h31min,http://protect.megaupload-torrent.com/index.php?id=8118
Vile,2012,Thriller,VOSubFr,1H28min,http://protect.megaupload-torrent.com/index.php?id=10162
Vilaine,12 novembre 2008,Comédie,French,1h33min,http://protect.megaupload-torrent.com/index.php?id=3536
Viens voir Papa ! (Who's Your Daddy ),2003,Comédie,French,1h45min,http://protect.megaupload-torrent.com/index.php?id=6507
Vieille canaille,6 janvier 1993,Policier,French,1h40min,http://protect.megaupload-torrent.com/index.php?id=3994
Vidocq,19 septembre 2001,Policier,French,1h40min,http://protect.megaupload-torrent.com/index.php?id=765
victoria les jeunes années d'une reine,22 juillet 2009,Aventure,French,1h44min,http://protect.megaupload-torrent.com/index.php?id=1232
Victor,7 octobre 2009,Comédie,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=829
Vicky Cristina Barcelona,8 octobre 2008,Comédie,French,1h37min,http://protect.megaupload-torrent.com/index.php?id=5279
Vic le viking 2 : Le marteau de Thor,18 octobre 2012,Divers,French,1h36min,http://protect.megaupload-torrent.com/index.php?id=9319
Vic le Viking (Wickie und die starken Manner),21 juillet 2010,Aventure,French,1h27min,http://protect.megaupload-torrent.com/index.php?id=3779
VHS,2012,Epouvante-horreur,French,1h33min,http://protect.megaupload-torrent.com/index.php?id=9912
Vexille (Bekushiru: 2077 Nihon sakoku),2007,Animation,French,1h49min,http://protect.megaupload-torrent.com/index.php?id=7609
Very Cold Trip (Napapiirin sankarit),9 février 2011,Comédie,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=7183
Very Big Stress (Visioneers),2008,Comédie,French,1h34min,http://protect.megaupload-torrent.com/index.php?id=7875
Very Bad Trip 2 (The Hangover Part II),25 mai 2011,Comédie,French,1h42min,http://protect.megaupload-torrent.com/index.php?id=4973
Very Bad Trip,24 juin 2009,Comédie,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=4
Very Bad Strip : La cave se rebiffe !,2012,Comédie,French,,http://protect.megaupload-torrent.com/index.php?id=9190
Very Bad Santa (Santa's Slay),2005,Epouvante-horreur,French,1h18min,http://protect.megaupload-torrent.com/index.php?id=6933
Very bad deal,2009,Action,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=8896
very bad cops,,Divers,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=2912
Vertige,24 juin 2009,Epouvante-horreur,French,1h24min,http://protect.megaupload-torrent.com/index.php?id=8
Vertical Limit,21 février 2001,Aventure,French,2h05min,http://protect.megaupload-torrent.com/index.php?id=6097
Versus l'ultime guerrier,20 février 2002,Epouvante-horreur,French,1h59min,http://protect.megaupload-torrent.com/index.php?id=6096
Verso,,Drame,French,1h40min,http://protect.megaupload-torrent.com/index.php?id=3200
"Versailles, les rêves d'un roi",2007,Divers,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=7608
Versailles,13 août 2008,Drame,French,1h53min,http://protect.megaupload-torrent.com/index.php?id=3565
Veronika décide de mourir,,Drame,French,1h43min,http://protect.megaupload-torrent.com/index.php?id=1892
Verdict,11 septembre 1974,Drame,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=4240
Vercingétorix : la légende du druide roi (Druids),24 janvier 2001,Divers,French,2h22min,http://protect.megaupload-torrent.com/index.php?id=6254
Vénus noire,27 octobre 2010,Drame,French,2h44min,http://protect.megaupload-torrent.com/index.php?id=4872
Vénus et Fleur,2004,Comédie,French,1h20min,http://protect.megaupload-torrent.com/index.php?id=6506
Vénus beauté (institut),3 février 1999,Epouvante-horreur,French,1h45min,http://protect.megaupload-torrent.com/index.php?id=5449
Venus and mars,2007,Comédie,VOSubFr,,http://protect.megaupload-torrent.com/index.php?id=7607
Venus,2006,Drame,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=7254
Vent mauvais,13 juin 2007,Thriller,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=7253
Vent d’ouest,13 Mars 2013,Drame,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=10232
Vent D'est,20 janvier 1993,Drame,French,1h54min,http://protect.megaupload-torrent.com/index.php?id=3996
Venomous,2001,Thriller,French,1h37min,http://protect.megaupload-torrent.com/index.php?id=6237
Venir au monde,22 mai 2013,Drame,French,,http://protect.megaupload-torrent.com/index.php?id=10205
Vengeance Totale (The Love of Her Life - A woman's rage),2008,Thriller,French,1h39min,http://protect.megaupload-torrent.com/index.php?id=8117
Vengeance secrète (The Fourth Angel),15 août 2001,Thriller,French,1h32min,http://protect.megaupload-torrent.com/index.php?id=4033
Vengeance froide (Heaven's Prisoners),21 août 1996,Policier,French,2h05min,http://protect.megaupload-torrent.com/index.php?id=4032
Vengeance aveugle (Blind fury),1989,Action,French,1h25min,http://protect.megaupload-torrent.com/index.php?id=3226
Vengeance aveugle,2011,Thriller,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=10126
Vengeance,20 mai 2009,Action,French,1h48min,http://protect.megaupload-torrent.com/index.php?id=42
Venganza,2008,Drame,French,2h09min,http://protect.megaupload-torrent.com/index.php?id=8116
Vendredi 13 (Friday the 13th),11 février 2009,Epouvante-horreur,French,1h37min,http://protect.megaupload-torrent.com/index.php?id=4285
Vendredi 13 (Friday the 13th),11 février 1981,Epouvante-horreur,French,1h36min,http://protect.megaupload-torrent.com/index.php?id=4286
Vendredi 13 (Friday the 13th),11 février 2009,Epouvante-horreur,French,1h37min,http://protect.megaupload-torrent.com/index.php?id=135
Vendredi 13,11 février 2009,Epouvante-horreur,French,1h37min,http://protect.megaupload-torrent.com/index.php?id=1410
Vendeurs d'élite (Grilled),2006,Comédie,French,1h23min,http://protect.megaupload-torrent.com/index.php?id=7252
Vendetta Romana,2007,Policier,French,,http://protect.megaupload-torrent.com/index.php?id=7606
Véhicle 19,2013,Thriller,French,1h25min,http://protect.megaupload-torrent.com/index.php?id=10065
Vatel,10 mai 2000,Drame,French,1h57min,http://protect.megaupload-torrent.com/index.php?id=5271
"Vanity fair, la foire aux vanités",4 mai 2005,Drame,French,2h22min,http://protect.megaupload-torrent.com/index.php?id=5035
Vanilla Sky,23 janvier 2002,Action,French,2h15min,http://protect.megaupload-torrent.com/index.php?id=551
Van Wilder 3,2009,Comédie,French,1h47min,http://protect.megaupload-torrent.com/index.php?id=7251
Van Helsing,5 mai 2004,Action,French,2h10min,http://protect.megaupload-torrent.com/index.php?id=1288
Vampyre Nation,2013,Sience fiction,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=9566
Vamps,27 mars 2013,Comédie,French,1h32min,http://protect.megaupload-torrent.com/index.php?id=9844
Vampires (John Carpenter's Vampires),15 avril 1998,Epouvante-horreur,French,1h42min,http://protect.megaupload-torrent.com/index.php?id=4274
Vampires,1 septembre 2010,Comédie,French,1h32min,http://protect.megaupload-torrent.com/index.php?id=5235
Vampire Island,10 octobre 2012,Action,French,2h2min,http://protect.megaupload-torrent.com/index.php?id=9285
Vampire Hunters,2002,Arts martiaux,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=1204
Vampire Hunter D: Bloodlust (Banpaia hantâ D),2000,Animation,French,1h42min,http://protect.megaupload-torrent.com/index.php?id=6095
Vampire Girl vs Frankenstein Girl,2009,Epouvante-horreur,French,1h20min,http://protect.megaupload-torrent.com/index.php?id=3989
Vampire Cop Ricky,2006,Action,French,1h40min,http://protect.megaupload-torrent.com/index.php?id=7054
Vampire Clan,2002,Drame,French,1h27min,http://protect.megaupload-torrent.com/index.php?id=6331
Vamp U,2013,Comédie,French,1H40min,http://protect.megaupload-torrent.com/index.php?id=9680
Valse avec Bachir (Waltz with Bashir),25 juin 2008,Animation,French,1h27min,http://protect.megaupload-torrent.com/index.php?id=8115
Valkyrie,28 janvier 2009,Drame,French,1h50min,http://protect.megaupload-torrent.com/index.php?id=3627
Vaillant,30 mars 2005,Animation,French,1h15min,http://protect.megaupload-torrent.com/index.php?id=6505
Vacances sur ordonnance (Last Holiday),8 mars 2006,Comédie,French,1h52min,http://protect.megaupload-torrent.com/index.php?id=6735
Vacances Sous Les Tropiques (Holiday in the Sun),2001,Comédie,French,1h27min,http://protect.megaupload-torrent.com/index.php?id=6252
Vacances à la Grecque (My Life in Ruins),9 septembre 2009,Comédie,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=2003
"Va, vis et deviens",30 mars 2005,Comédie,French,2h20min,http://protect.megaupload-torrent.com/index.php?id=5732
Va te faire foutre Freddy,30 avril 2002,Comédie,French,1h27min,http://protect.megaupload-torrent.com/index.php?id=2620
V pour Vendetta,19 avril 2006,Sience fiction,French,2h10min,http://protect.megaupload-torrent.com/index.php?id=735
Uzak,14 janvier 2004,Drame,French,1h50min,http://protect.megaupload-torrent.com/index.php?id=2861
Utopia,2003,Drame,French,1h46min,http://protect.megaupload-torrent.com/index.php?id=8899
Usual Suspects (The Usual Suspects),19 juillet 1995,Policier,French,1h46min,http://protect.megaupload-torrent.com/index.php?id=2099
Usual Suspects,19 juillet 1995,Policier,French,1h46min,http://protect.megaupload-torrent.com/index.php?id=2321
USS Seaviper,2012,Action,French,1h42,http://protect.megaupload-torrent.com/index.php?id=9098
Uss Intrepid,2000,Divers,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=6088
USS Alabama (Crimson Tide ),6 septembre 1995,Aventure,French,1h55min,http://protect.megaupload-torrent.com/index.php?id=559
US marshals,15 avril 1998,Action,French,2h11min,http://protect.megaupload-torrent.com/index.php?id=2692
Uro,2006,Thriller,French,1h40min,http://protect.megaupload-torrent.com/index.php?id=7250
Urgency,2008,Action,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=6827
Urban Racer,3 juillet 2013,Action,French,2h8min,http://protect.megaupload-torrent.com/index.php?id=10218
Urban Legend 2 : coup de grâce (Urban Legend 2: Final Cut),11 octobre 2000,Epouvante-horreur,French,1h38min,http://protect.megaupload-torrent.com/index.php?id=6089
Urban justice,,Policier,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=192
Urban Jungle,1998,Drame,French,1h40min,http://protect.megaupload-torrent.com/index.php?id=5040
Urban Explorer,2013,Epouvante-horreur,VOSubFr,1h28min,http://protect.megaupload-torrent.com/index.php?id=10125
Upstream Color,2013,Drame,VOSubFr,1h36min,http://protect.megaupload-torrent.com/index.php?id=10061
Upside Down,2013,Sience fiction,French,,http://protect.megaupload-torrent.com/index.php?id=9532
Upperdog,2012,Comédie,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=10030
Up in the Air,27 janvier 2010,Comédie,French,1h50min,http://protect.megaupload-torrent.com/index.php?id=344
Up,29 juillet 2009,Animation,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=465
Unstoppable,10 novembre 2010,Action,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=3728
Unstoppable,2003,Thriller,French,,http://protect.megaupload-torrent.com/index.php?id=4131
Unrivaled,2010,Action,French,1h45min,http://protect.megaupload-torrent.com/index.php?id=8721
Unrest,2006,Epouvante-horreur,VOSubFr,,http://protect.megaupload-torrent.com/index.php?id=7249
Unnatural Causes (Clean Break),2008,Thriller,French,1h33min,http://protect.megaupload-torrent.com/index.php?id=7658
Universal Squadrons,14 FEVRIER 2012,Action,French,1h19min,http://protect.megaupload-torrent.com/index.php?id=8620
Universal Soldier : Regeneration,2010,Action,French,,http://protect.megaupload-torrent.com/index.php?id=406
Universal Soldier : le combat absolu,14 juillet 1999,Action,French,1h45min,http://protect.megaupload-torrent.com/index.php?id=1252
Universal Soldier - Le Jour du jugement,2013,Action,French,1h54,http://protect.megaupload-torrent.com/index.php?id=9537
Universal Soldier,29 juillet 1992,Sience fiction,French,1h43min,http://protect.megaupload-torrent.com/index.php?id=1258
Unités d'élite (Freelancers),2012,Drame,French,1h36min,http://protect.megaupload-torrent.com/index.php?id=9159
Unfair : The movie,2007,Policier,French,1h52min,http://protect.megaupload-torrent.com/index.php?id=7605
